Coding Departamento;Código Municipio;Nombre Departamento;Nombre Municipio
New York;12910;New York;Altona
New York;10501;New York;Amawalk
New York;12501;New York;Amenia
New York;13317;New York;Ames
New York;14226;New York;Amherst
New York;11701;New York;Amityville
New York;12502;New York;Ancram
New York;12503;New York;Ancramdale
New York;13731;New York;Andes
New York;14806;New York;Andover
New York;14709;New York;Angelica
New York;14006;New York;Angola
New York;13608;New York;Antwerp
New York;13732;New York;Apalachin
New York;14008;New York;Appleton
New York;14009;New York;Arcade
New York;10502;New York;Ardsley
New York;12809;New York;Argyle
New York;14807;New York;Arkport
New York;12406;New York;Arkville
New York;12603;New York;Arlington
New York;10504;New York;Armonk
New York;12407;New York;Ashland
New York;14710;New York;Ashville
New York;11101;New York;Astoria
New York;12015;New York;Athens
New York;12810;New York;Athol
New York;14808;New York;Atlanta
New York;11509;New York;Atlantic Beach
New York;14011;New York;Attica
New York;12911;New York;Au Sable Chasm
New York;12912;New York;Au Sable Forks
New York;13021;New York;Auburn
New York;13026;New York;Aurora
New York;12017;New York;Austerlitz
New York;13303;New York;Ava
New York;12018;New York;Averill Park
New York;14414;New York;Avon
New York;13733;New York;Bainbridge
New York;11510;New York;Baldwin
New York;13027;New York;Baldwinsville
New York;12019;New York;Ballston Lake
New York;12020;New York;Ballston Spa
New York;12966;New York;Bangor
New York;10954;New York;Bardonia
New York;14012;New York;Barker
New York;13304;New York;Barneveld
New York;12507;New York;Barrytown
New York;12719;New York;Barryville
New York;13734;New York;Barton
New York;14013;New York;Basom
New York;14020;New York;Batavia
New York;13090;New York;Bayberry
New York;11705;New York;Bayport
New York;11360;New York;Bayside
New York;11709;New York;Bayville
New York;12508;New York;Beacon
New York;10911;New York;Bear Mountain
New York;14812;New York;Beaver Dams
New York;13367;New York;Beaver River
New York;10506;New York;Bedford
New York;10507;New York;Bedford Hills
New York;14711;New York;Belfast
New York;11426;New York;Bellerose
New York;13611;New York;Belleville
New York;14415;New York;Bellona
New York;11713;New York;Bellport
New York;14813;New York;Belmont
New York;14712;New York;Bemus Point
New York;14416;New York;Bergen
New York;13736;New York;Berkshire
New York;12022;New York;Berlin
New York;12023;New York;Berne
New York;13028;New York;Bernhards Bay
New York;12720;New York;Bethel
New York;11714;New York;Bethpage
New York;14814;New York;Big Flats
New York;13901;New York;Binghamton
New York;14714;New York;Black Creek
New York;13612;New York;Black River
New York;14219;New York;Blasdell
New York;10913;New York;Blauvelt
New York;14024;New York;Bliss
New York;14469;New York;Bloomfield
New York;12721;New York;Bloomingburg
New York;12913;New York;Bloomingdale
New York;12411;New York;Bloomington
New York;13739;New York;Bloomville
New York;13308;New York;Blossvale
New York;12812;New York;Blue Mountain La
New York;11715;New York;Blue Point
New York;14478;New York;Bluff Point
New York;11716;New York;Bohemia
New York;12412;New York;Boiceville
New York;14715;New York;Bolivar
New York;12814;New York;Bolton Landing
New York;12914;New York;Bombay
New York;13309;New York;Boonville
New York;14025;New York;Boston
New York;13310;New York;Bouckville
New York;13740;New York;Bovina Center
New York;14026;New York;Bowmansville
New York;14815;New York;Bradford
New York;12024;New York;Brainard
New York;14418;New York;Branchport
New York;12815;New York;Brant Lake
New York;13613;New York;Brasher Falls
New York;14816;New York;Breesport
New York;13029;New York;Brewerton
New York;10509;New York;Brewster
New York;10510;New York;Briarcliff Manor
New York;13030;New York;Bridgeport
New York;13614;New York;Brier Hill
New York;11718;New York;Brightwaters
New York;13830;New York;Brisben
New York;12025;New York;Broadalbin
New York;14420;New York;Brockport
New York;14716;New York;Brocton
New York;10451;New York;Bronx
New York;10708;New York;Bronxville
New York;13314;New York;Brookfield
New York;11719;New York;Brookhaven
New York;11201;New York;Brooklyn
New York;11251;New York;Brooklyn Navy Ya
New York;14817;New York;Brooktondale
New York;12916;New York;Brushton
New York;10511;New York;Buchanan
New York;14201;New York;Buffalo
New York;14818;New York;Burdett
New York;12917;New York;Burke
New York;13315;New York;Burlington Flats
New York;12027;New York;Burnt Hills
New York;14028;New York;Burt
New York;12028;New York;Buskirk
New York;14422;New York;Byron
New York;13783;New York;Cadosia
New York;12918;New York;Cadyville
New York;12413;New York;Cairo
New York;13616;New York;Calcium
New York;14423;New York;Caledonia
New York;12723;New York;Callicoon
New York;11933;New York;Calverton
New York;11411;New York;Cambria Heights
New York;12816;New York;Cambridge
New York;13316;New York;Camden
New York;14819;New York;Cameron
New York;14820;New York;Cameron Mills
New York;13031;New York;Camillus
New York;14821;New York;Campbell
New York;10916;New York;Campbell Hall
New York;12029;New York;Canaan
New York;14424;New York;Canandaigua
New York;14822;New York;Canaseraga
New York;13032;New York;Canastota
New York;13743;New York;Candor
New York;14717;New York;Caneadea
New York;14823;New York;Canisteo
New York;13617;New York;Canton
New York;13618;New York;Cape Vincent
New York;11514;New York;Carle Place
New York;12031;New York;Carlisle
New York;10512;New York;Carmel
New York;12032;New York;Caroga Lake
New York;13619;New York;Carthage
New York;14718;New York;Cassadaga
New York;13318;New York;Cassville
New York;14427;New York;Castile
New York;13744;New York;Castle Creek
New York;12033;New York;Castleton On Hud
New York;13620;New York;Castorland
New York;13033;New York;Cato
New York;12414;New York;Catskill
New York;14719;New York;Cattaraugus
New York;13034;New York;Cayuga
New York;14824;New York;Cayuta
New York;13035;New York;Cazenovia
New York;11516;New York;Cedarhurst
New York;11934;New York;Center Moriches
New York;11720;New York;Centereach
New York;11721;New York;Centerport
New York;12035;New York;Central Bridge
New York;11722;New York;Central Islip
New York;13036;New York;Central Square
New York;10917;New York;Central Valley
New York;14721;New York;Ceres
New York;13319;New York;Chadwicks
New York;14030;New York;Chaffee
New York;12919;New York;Champlain
New York;10514;New York;Chappaqua
New York;12036;New York;Charlotteville
New York;13621;New York;Chase Mills
New York;12920;New York;Chateaugay
New York;12037;New York;Chatham
New York;13622;New York;Chaumont
New York;12921;New York;Chazy
New York;14225;New York;Cheektowaga
New York;14825;New York;Chemung
New York;13746;New York;Chenango Forks
New York;14723;New York;Cherry Creek
New York;11782;New York;Cherry Grove
New York;13320;New York;Cherry Valley
New York;10918;New York;Chester
New York;12817;New York;Chestertown
New York;10977;New York;Chestnut Ridge
New York;12416;New York;Chichester
New York;12922;New York;Childwold
New York;13037;New York;Chittenango
New York;12923;New York;Churubusco
New York;13039;New York;Cicero
New York;13040;New York;Cincinnatus
New York;10919;New York;Circleville
New York;14031;New York;Clarence
New York;14032;New York;Clarence Center
New York;12041;New York;Clarksville
New York;12725;New York;Claryville
New York;12513;New York;Claverack
New York;13041;New York;Clay
New York;13322;New York;Clayville
New York;12819;New York;Clemons
New York;13042;New York;Cleveland
New York;14428;New York;Clifton
New York;12065;New York;Clifton Park
New York;14432;New York;Clifton Springs
New York;12042;New York;Climax
New York;13323;New York;Clinton
New York;12514;New York;Clinton Corners
New York;12515;New York;Clintondale
New York;14433;New York;Clyde
New York;14724;New York;Clymer
New York;12043;New York;Cobleskill
New York;12727;New York;Cochecton Center
New York;12046;New York;Coeymans Hollow
New York;14826;New York;Cohocton
New York;12047;New York;Cohoes
New York;13324;New York;Cold Brook
New York;10516;New York;Cold Spring
New York;11724;New York;Cold Spring Harb
New York;14033;New York;Colden
New York;11356;New York;College Point
New York;14034;New York;Collins
New York;13625;New York;Colton
New York;11725;New York;Commack
New York;12821;New York;Comstock
New York;14435;New York;Conesus
New York;14726;New York;Conewango Valley
New York;10920;New York;Congers
New York;13748;New York;Conklin
New York;12926;New York;Constable
New York;13325;New York;Constableville
New York;13044;New York;Constantia
New York;12776;New York;Cook Falls
New York;13326;New York;Cooperstown
New York;12516;New York;Copake
New York;12517;New York;Copake Falls
New York;13626;New York;Copenhagen
New York;11726;New York;Copiague
New York;11727;New York;Coram
New York;14036;New York;Corfu
New York;12822;New York;Corinth
New York;14830;New York;Corning
New York;12518;New York;Cornwall
New York;12520;New York;Cornwall On Huds
New York;12418;New York;Cornwallville
New York;11368;New York;Corona
New York;13045;New York;Cortland
New York;10566;New York;Cortlandt Manor
New York;12823;New York;Cossayuna
New York;12419;New York;Cottekill
New York;14037;New York;Cowlesville
New York;12051;New York;Coxsackie
New York;12521;New York;Craryville
New York;13327;New York;Croghan
New York;12052;New York;Cropseyville
New York;10518;New York;Cross River
New York;10520;New York;Croton On Hudson
New York;12928;New York;Crown Point
New York;14727;New York;Cuba
New York;12729;New York;Cuddebackville
New York;11935;New York;Cutchogue
New York;13050;New York;Cuyler
New York;14039;New York;Dale
New York;14836;New York;Dalton
New York;14437;New York;Dansville
New York;14040;New York;Darien Center
New York;13750;New York;Davenport
New York;13751;New York;Davenport Center
New York;11772;New York;Davis Park
New York;14041;New York;Dayton
New York;13328;New York;Deansboro
New York;11729;New York;Deer Park
New York;13684;New York;Degrasse
New York;12053;New York;Delanson
New York;13630;New York;Delaware Kalb Junction
New York;13752;New York;Delaware Lancey
New York;13633;New York;Delaware Peyster
New York;13052;New York;Delaware Ruyter
New York;13214;New York;Delaware Witt
New York;14042;New York;Delevan
New York;12054;New York;Delmar
New York;12421;New York;Denver
New York;14043;New York;Depew
New York;13754;New York;Deposit
New York;14047;New York;Derby
New York;14728;New York;Dewittville
New York;13634;New York;Dexter
New York;12824;New York;Diamond Point
New York;12930;New York;Dickinson Center
New York;11746;New York;Dix Hills
New York;10522;New York;Dobbs Ferry
New York;13329;New York;Dolgeville
New York;12055;New York;Dormansville
New York;12522;New York;Dover Plains
New York;13755;New York;Downsville
New York;14441;New York;Dresden
New York;13053;New York;Dryden
New York;12056;New York;Duanesburg
New York;14837;New York;Dundee
New York;12422;New York;Durham
New York;13054;New York;Durhamville
New York;13331;New York;Eagle Bay
New York;12058;New York;Earlton
New York;13332;New York;Earlville
New York;14052;New York;East Aurora
New York;12059;New York;East Berne
New York;14054;New York;East Bethany
New York;13756;New York;East Branch
New York;12060;New York;East Chatham
New York;14055;New York;East Concord
New York;12423;New York;East Durham
New York;11369;New York;East Elmhurst
New York;13055;New York;East Freetown
New York;12061;New York;East Greenbush
New York;12826;New York;East Greenwich
New York;11937;New York;East Hampton
New York;11730;New York;East Islip
New York;12424;New York;East Jewett
New York;11939;New York;East Marion
New York;11554;New York;East Meadow
New York;13757;New York;East Meredith
New York;11940;New York;East Moriches
New York;12062;New York;East Nassau
New York;11732;New York;East Norwich
New York;14729;New York;East Otto
New York;11942;New York;East Quogue
New York;14445;New York;East Rochester
New York;11518;New York;East Rockaway
New York;13333;New York;East Springfield
New York;13057;New York;East Syracuse
New York;10604;New York;East White Plain
New York;12439;New York;East Windham
New York;12064;New York;East Worcester
New York;10709;New York;Eastchester
New York;11941;New York;Eastport
New York;13334;New York;Eaton
New York;12401;New York;Eddyville
New York;14057;New York;Eden
New York;12134;New York;Edinburg
New York;13335;New York;Edmeston
New York;13635;New York;Edwards
New York;14058;New York;Elba
New York;13060;New York;Elbridge
New York;12732;New York;Eldred
New York;12932;New York;Elizabethtown
New York;12523;New York;Elizaville
New York;12427;New York;Elka Park
New York;12934;New York;Ellenburg Center
New York;12935;New York;Ellenburg Depot
New York;12428;New York;Ellenville
New York;14731;New York;Ellicottville
New York;13636;New York;Ellisburg
New York;14059;New York;Elma
New York;14901;New York;Elmira
New York;14903;New York;Elmira Heights
New York;10523;New York;Elmsford
New York;11731;New York;Elwood
New York;13760;New York;Endwell
New York;13061;New York;Erieville
New York;14838;New York;Erin
New York;12066;New York;Esperance
New York;12936;New York;Essex
New York;13637;New York;Evans Mills
New York;13063;New York;Fabius
New York;14450;New York;Fairport
New York;14733;New York;Falconer
New York;12733;New York;Fallsburg
New York;11691;New York;Far Rockaway
New York;14060;New York;Farmersville Sta
New York;11738;New York;Farmingville
New York;13066;New York;Fayetteville
New York;13638;New York;Felts Mills
New York;12067;New York;Feura Bush
New York;14735;New York;Fillmore
New York;14736;New York;Findley Lake
New York;6390;New York;Fishers Island
New York;12524;New York;Fishkill
New York;11001;New York;Floral Park
New York;10921;New York;Florida
New York;11354;New York;Flushing
New York;13337;New York;Fly Creek
New York;12068;New York;Fonda
New York;11375;New York;Forest Hills
New York;12777;New York;Forestburgh
New York;13338;New York;Forestport
New York;14062;New York;Forestville
New York;12827;New York;Fort Ann
New York;12937;New York;Fort Covington
New York;13602;New York;Fort Drum
New York;12828;New York;Fort Edward
New York;12070;New York;Fort Johnson
New York;13339;New York;Fort Plain
New York;11359;New York;Fort Totten
New York;12726;New York;Fosterdale
New York;13340;New York;Frankfort
New York;13775;New York;Franklin
New York;11010;New York;Franklin Square
New York;14737;New York;Franklinville
New York;14063;New York;Fredonia
New York;14065;New York;Freedom
New York;12431;New York;Freehold
New York;11520;New York;Freeport
New York;13068;New York;Freeville
New York;12736;New York;Fremont Center
New York;11365;New York;Fresh Meadows
New York;14738;New York;Frewsburg
New York;14739;New York;Friendship
New York;13624;New York;Frontenac
New York;13069;New York;Fulton
New York;12071;New York;Fultonham
New York;12072;New York;Fultonville
New York;14066;New York;Gainesville
New York;12074;New York;Galway
New York;12831;New York;Gansevoort
New York;11530;New York;Garden City
New York;12525;New York;Gardiner
New York;10923;New York;Garnerville
New York;13342;New York;Garrattsville
New York;10524;New York;Garrison
New York;14067;New York;Gasport
New York;14454;New York;Geneseo
New York;14456;New York;Geneva
New York;13071;New York;Genoa
New York;13072;New York;Georgetown
New York;12526;New York;Germantown
New York;14740;New York;Gerry
New York;14068;New York;Getzville
New York;12075;New York;Ghent
New York;13776;New York;Gilbertsville
New York;12076;New York;Gilboa
New York;13777;New York;Glen Aubrey
New York;11542;New York;Glen Cove
New York;11545;New York;Glen Head
New York;11004;New York;Glen Oaks
New York;12737;New York;Glen Spey
New York;12738;New York;Glen Wild
New York;13343;New York;Glenfield
New York;12433;New York;Glenford
New York;12077;New York;Glenmont
New York;14069;New York;Glenwood
New York;12078;New York;Gloversville
New York;12739;New York;Godeffroy
New York;10924;New York;Goshen
New York;13642;New York;Gouverneur
New York;10004;New York;Governors Island
New York;14070;New York;Gowanda
New York;12740;New York;Grahamsville
New York;12434;New York;Grand Gorge
New York;14072;New York;Grand Island
New York;10527;New York;Granite Springs
New York;12832;New York;Granville
New York;11020;New York;Great Neck
New York;14741;New York;Great Valley
New York;14616;New York;Greece
New York;12183;New York;Green Island
New York;13778;New York;Greene
New York;12833;New York;Greenfield Cente
New York;12435;New York;Greenfield Park
New York;11740;New York;Greenlawn
New York;11944;New York;Greenport
New York;11548;New York;Greenvale
New York;12083;New York;Greenville
New York;14839;New York;Greenwood
New York;10925;New York;Greenwood Lake
New York;13345;New York;Greig
New York;12734;New York;Grossinger
New York;13073;New York;Groton
New York;14462;New York;Groveland
New York;12084;New York;Guilderland
New York;13780;New York;Guilford
New York;12835;New York;Hadley
New York;12086;New York;Hagaman
New York;12836;New York;Hague
New York;12430;New York;Halcott Center
New York;11743;New York;Halesite
New York;14075;New York;Hamburg
New York;13782;New York;Hamden
New York;13346;New York;Hamilton
New York;14464;New York;Hamlin
New York;13646;New York;Hammond
New York;14840;New York;Hammondsport
New York;12837;New York;Hampton
New York;11946;New York;Hampton Bays
New York;12087;New York;Hannacroix
New York;13074;New York;Hannibal
New York;13786;New York;Harpersfield
New York;13787;New York;Harpursville
New York;10926;New York;Harriman
New York;12742;New York;Harris
New York;10528;New York;Harrison
New York;13648;New York;Harrisville
New York;12838;New York;Hartford
New York;10530;New York;Hartsdale
New York;13348;New York;Hartwick
New York;13076;New York;Hastings
New York;10706;New York;Hastings On Huds
New York;11788;New York;Hauppauge
New York;10927;New York;Haverstraw
New York;10532;New York;Hawthorne
New York;14521;New York;Hayt Corners
New York;10583;New York;Heathcote
New York;14841;New York;Hector
New York;14466;New York;Hemlock
New York;11550;New York;Hempstead
New York;13650;New York;Henderson
New York;14467;New York;Henrietta
New York;13350;New York;Herkimer
New York;13652;New York;Hermon
New York;13654;New York;Heuvelton
New York;11557;New York;Hewlett
New York;11801;New York;Hicksville
New York;12440;New York;High Falls
New York;12528;New York;Highland
New York;10928;New York;Highland Falls
New York;12743;New York;Highland Lake
New York;10930;New York;Highland Mills
New York;10931;New York;Hillburn
New York;12529;New York;Hillsdale
New York;11040;New York;Hillside Manor
New York;14468;New York;Hilton
New York;14842;New York;Himrod
New York;13788;New York;Hobart
New York;13353;New York;Hoffmeister
New York;13655;New York;Hogansburg
New York;11741;New York;Holbrook
New York;14080;New York;Holland
New York;13354;New York;Holland Patent
New York;11423;New York;Hollis
New York;12531;New York;Holmes
New York;11742;New York;Holtsville
New York;13077;New York;Homer
New York;14471;New York;Honeoye
New York;14472;New York;Honeoye Falls
New York;12090;New York;Hoosick Falls
New York;12533;New York;Hopewell Junctio
New York;14843;New York;Hornell
New York;14845;New York;Horseheads
New York;12745;New York;Hortonville
New York;14744;New York;Houghton
New York;12092;New York;Howes Cave
New York;13355;New York;Hubbardsville
New York;12534;New York;Hudson
New York;12839;New York;Hudson Falls
New York;12746;New York;Huguenot
New York;14470;New York;Hulberton
New York;14846;New York;Hunt
New York;12442;New York;Hunter
New York;12443;New York;Hurley
New York;12747;New York;Hurleyville
New York;12538;New York;Hyde Park
New York;13357;New York;Ilion
New York;12842;New York;Indian Lake
New York;13360;New York;Inlet
New York;14847;New York;Interlaken
New York;11696;New York;Inwood
New York;14475;New York;Ionia
New York;14081;New York;Irving
New York;10533;New York;Irvington
New York;14743;New York;Ischua
New York;11558;New York;Island Park
New York;11751;New York;Islip
New York;11752;New York;Islip Terrace
New York;14853;New York;Ithaca
New York;14850;New York;Ithaca College
New York;11372;New York;Jackson Heights
New York;11430;New York;Jamaica
New York;14701;New York;Jamestown
New York;13078;New York;Jamesville
New York;14855;New York;Jasper
New York;14082;New York;Java Center
New York;14083;New York;Java Village
New York;12941;New York;Jay
New York;12093;New York;Jefferson
New York;10535;New York;Jefferson Valley
New York;12748;New York;Jeffersonville
New York;11753;New York;Jericho
New York;12444;New York;Jewett
New York;12843;New York;Johnsburg
New York;13790;New York;Johnson City
New York;12094;New York;Johnsonville
New York;12095;New York;Johnstown
New York;13080;New York;Jordan
New York;13361;New York;Jordanville
New York;10536;New York;Katonah
New York;12942;New York;Keene
New York;12924;New York;Keeseville
New York;12455;New York;Kelly Corners
New York;14476;New York;Kendall
New York;14217;New York;Kenmore
New York;14747;New York;Kennedy
New York;12750;New York;Kenoza Lake
New York;14477;New York;Kent
New York;12446;New York;Kerhonkson
New York;11412;New York;Kew Gardens
New York;12751;New York;Kiamesha Lake
New York;14748;New York;Kill Buck
New York;12106;New York;Kinderhook
New York;13081;New York;King Ferry
New York;11754;New York;Kings Park
New York;11024;New York;Kings Point Cont
New York;13082;New York;Kirkville
New York;13795;New York;Kirkwood
New York;11706;New York;Kismet
New York;12461;New York;Krumville
New York;13656;New York;La Fargeville
New York;13084;New York;La Fayette
New York;14218;New York;Lackawanna
New York;13083;New York;Lacona
New York;12540;New York;Lagrangeville
New York;12845;New York;Lake George
New York;11755;New York;Lake Grove
New York;12448;New York;Lake Hill
New York;12752;New York;Lake Huntington
New York;12449;New York;Lake Katrine
New York;12846;New York;Lake Luzerne
New York;10537;New York;Lake Peekskill
New York;12108;New York;Lake Pleasant
New York;11779;New York;Lake Ronkonkoma
New York;14085;New York;Lake View
New York;14480;New York;Lakeville
New York;14750;New York;Lakewood
New York;14086;New York;Lancaster
New York;12450;New York;Lanesville
New York;14882;New York;Lansing
New York;10538;New York;Larchmont
New York;12110;New York;Latham
New York;11948;New York;Laurel
New York;13796;New York;Laurens
New York;11559;New York;Lawrence
New York;12949;New York;Lawrenceville
New York;14091;New York;Lawtons
New York;12113;New York;Lawyersville
New York;14482;New York;Le Roy
New York;13085;New York;Lebanon
New York;13363;New York;Lee Center
New York;12451;New York;Leeds
New York;14481;New York;Leicester
New York;11756;New York;Levittown
New York;12753;New York;Lew Beach
New York;12950;New York;Lewis
New York;14092;New York;Lewiston
New York;12754;New York;Liberty
New York;14485;New York;Lima
New York;14753;New York;Limestone
New York;11757;New York;Lindenhurst
New York;14858;New York;Lindley
New York;14486;New York;Linwood
New York;13658;New York;Lisbon
New York;13797;New York;Lisle
New York;13365;New York;Little Falls
New York;14754;New York;Little Genesee
New York;11362;New York;Little Neck
New York;14755;New York;Little Valley
New York;13088;New York;Liverpool
New York;12758;New York;Livingston Manor
New York;14487;New York;Livonia
New York;12759;New York;Loch Sheldrake
New York;13092;New York;Locke
New York;14094;New York;Lockport
New York;14859;New York;Lockwood
New York;11560;New York;Locust Valley
New York;14860;New York;Lodi
New York;11561;New York;Long Beach
New York;12760;New York;Long Eddy
New York;12847;New York;Long Lake
New York;13659;New York;Lorraine
New York;12211;New York;Loudonville
New York;14861;New York;Lowman
New York;11563;New York;Lynbrook
New York;14098;New York;Lyndonville
New York;12952;New York;Lyon Mountain
New York;14489;New York;Lyons
New York;13368;New York;Lyons Falls
New York;14541;New York;Mac Dougall
New York;14502;New York;Macedon
New York;14101;New York;Machias
New York;13402;New York;Madison
New York;13660;New York;Madrid
New York;10541;New York;Mahopac
New York;13802;New York;Maine
New York;12115;New York;Malden Bridge
New York;13103;New York;Mallory
New York;12953;New York;Malone
New York;11565;New York;Malverne
New York;10543;New York;Mamaroneck
New York;14504;New York;Manchester
New York;13104;New York;Manlius
New York;13661;New York;Mannsville
New York;11949;New York;Manorville
New York;12454;New York;Maplecrest
New York;13803;New York;Marathon
New York;13108;New York;Marcellus
New York;13403;New York;Marcy
New York;13110;New York;Marietta
New York;14102;New York;Marilla
New York;14505;New York;Marion
New York;12542;New York;Marlboro
New York;13111;New York;Martville
New York;12116;New York;Maryland
New York;13804;New York;Masonville
New York;11378;New York;Maspeth
New York;11762;New York;Massapequa Park
New York;13662;New York;Massena
New York;11950;New York;Mastic
New York;11951;New York;Mastic Beach
New York;11952;New York;Mattituck
New York;13211;New York;Mattydale
New York;12543;New York;Maybrook
New York;12302;New York;Mayfair
New York;12117;New York;Mayfield
New York;14757;New York;Mayville
New York;13401;New York;Mc Connellsville
New York;13801;New York;Mc Donough
New York;13101;New York;Mc Graw
New York;12203;New York;Mc Kownville
New York;12118;New York;Mechanicville
New York;11763;New York;Medford
New York;14103;New York;Medina
New York;12120;New York;Medusa
New York;12121;New York;Melrose
New York;11747;New York;Melville
New York;13112;New York;Memphis
New York;14506;New York;Mendon
New York;13753;New York;Meredith
New York;13806;New York;Meridale
New York;12955;New York;Merrill
New York;13114;New York;Mexico
New York;12849;New York;Middle Granville
New York;12850;New York;Middle Grove
New York;12550;New York;Middle Hope
New York;11953;New York;Middle Island
New York;11379;New York;Middle Village
New York;12122;New York;Middleburgh
New York;14105;New York;Middleport
New York;14507;New York;Middlesex
New York;13406;New York;Middleville
New York;12741;New York;Mileses
New York;13807;New York;Milford
New York;11765;New York;Mill Neck
New York;12545;New York;Millbrook
New York;11764;New York;Miller Place
New York;12546;New York;Millerton
New York;14864;New York;Millport
New York;10546;New York;Millwood
New York;12547;New York;Milton
New York;11501;New York;Mineola
New York;12851;New York;Minerva
New York;12956;New York;Mineville
New York;13116;New York;Minoa
New York;12548;New York;Modena
New York;13407;New York;Mohawk
New York;10547;New York;Mohegan Lake
New York;12561;New York;Mohonk Lake
New York;12957;New York;Moira
New York;12762;New York;Mongaup Valley
New York;10950;New York;Monroe
New York;10952;New York;Monsey
New York;11954;New York;Montauk
New York;12549;New York;Montgomery
New York;12701;New York;Monticello
New York;14865;New York;Montour Falls
New York;10548;New York;Montrose
New York;12958;New York;Mooers
New York;12959;New York;Mooers Forks
New York;13118;New York;Moravia
New York;12960;New York;Moriah
New York;12961;New York;Moriah Center
New York;11955;New York;Moriches
New York;13808;New York;Morris
New York;12962;New York;Morrisonville
New York;13408;New York;Morrisville
New York;10549;New York;Mount Kisco
New York;12456;New York;Mount Marion
New York;11766;New York;Mount Sinai
New York;12457;New York;Mount Tremper
New York;13809;New York;Mount Upton
New York;10550;New York;Mount Vernon
New York;13810;New York;Mount Vision
New York;12763;New York;Mountain Dale
New York;13409;New York;Munnsville
New York;12458;New York;Napanoch
New York;14512;New York;Naples
New York;12764;New York;Narrowsburg
New York;12123;New York;Nassau
New York;13665;New York;Natural Bridge
New York;13120;New York;Nedrow
New York;11767;New York;Nesconset
New York;12765;New York;Neversink
New York;13411;New York;New Berlin
New York;10956;New York;New City
New York;12590;New York;New Hamburg
New York;10958;New York;New Hampton
New York;13413;New York;New Hartford
New York;11042;New York;New Hyde Park
New York;12125;New York;New Lebanon
New York;13415;New York;New Lisbon
New York;10801;New York;New Rochelle
New York;12964;New York;New Russia
New York;12553;New York;New Windsor
New York;13122;New York;New Woodstock
New York;10001;New York;New York
New York;13417;New York;New York Mills
New York;14513;New York;Newark
New York;13811;New York;Newark Valley
New York;12852;New York;Newcomb
New York;14108;New York;Newfane
New York;14867;New York;Newfield
New York;13416;New York;Newport
New York;13666;New York;Newton Falls
New York;14301;New York;Niagara Falls
New York;13812;New York;Nichols
New York;12938;New York;Nicholville
New York;13813;New York;Nineveh
New York;12309;New York;Niskayuna
New York;12130;New York;Niverville
New York;13667;New York;Norfolk
New York;11703;New York;North Babylon
New York;11710;New York;North Bellmore
New York;12131;New York;North Blenheim
New York;12766;New York;North Branch
New York;13418;New York;North Brookfield
New York;14514;New York;North Chili
New York;14111;New York;North Collins
New York;12853;New York;North Creek
New York;12854;New York;North Granville
New York;12855;New York;North Hudson
New York;14113;New York;North Java
New York;12967;New York;North Lawrence
New York;11758;New York;North Massapequa
New York;11566;New York;North Merrick
New York;13124;New York;North Pitcher
New York;12946;New York;North Pole
New York;14516;New York;North Rose
New York;10560;New York;North Salem
New York;13212;New York;North Syracuse
New York;10591;New York;North Tarrytown
New York;14120;New York;North Tonawanda
New York;11581;New York;North Woodmere
New York;11768;New York;Northport
New York;12135;New York;Norton Hill
New York;13815;New York;Norwich
New York;13668;New York;Norwood
New York;14517;New York;Nunda
New York;10960;New York;Nyack
New York;11702;New York;Oak Beach
New York;12460;New York;Oak Hill
New York;11769;New York;Oakdale
New York;14125;New York;Oakfield
New York;11572;New York;Oceanside
New York;14869;New York;Odessa
New York;13669;New York;Ogdensburg
New York;11804;New York;Old Bethpage
New York;12136;New York;Old Chatham
New York;13420;New York;Old Forge
New York;11568;New York;Old Westbury
New York;14760;New York;Olean
New York;12410;New York;Oliverea
New York;12857;New York;Olmstedville
New York;12968;New York;Onchiota
New York;13421;New York;Oneida
New York;13820;New York;Oneonta
New York;13215;New York;Onondaga
New York;14519;New York;Ontario
New York;10962;New York;Orangeburg
New York;14127;New York;Orchard Park
New York;11957;New York;Orient
New York;13424;New York;Oriskany
New York;13425;New York;Oriskany Falls
New York;10562;New York;Ossining
New York;13670;New York;Oswegatchie
New York;13126;New York;Oswego
New York;13825;New York;Otego
New York;10963;New York;Otisville
New York;13826;New York;Ouaquaga
New York;13827;New York;Owego
New York;12969;New York;Owls Head
New York;11771;New York;Oyster Bay
New York;11416;New York;Ozone Park
New York;14870;New York;Painted Post
New York;13428;New York;Palatine Bridge
New York;12463;New York;Palenville
New York;10964;New York;Palisades
New York;14522;New York;Palmyra
New York;14767;New York;Panama
New York;14625;New York;Panorama
New York;12858;New York;Paradox
New York;13131;New York;Parish
New York;13672;New York;Parishville
New York;12768;New York;Parksville
New York;12563;New York;Patterson
New York;12137;New York;Pattersonville
New York;12970;New York;Paul Smiths
New York;12564;New York;Pawling
New York;10965;New York;Pearl River
New York;10803;New York;Pelham
New York;14526;New York;Penfield
New York;14527;New York;Penn Yan
New York;13132;New York;Pennellville
New York;14530;New York;Perry
New York;14129;New York;Perrysburg
New York;12972;New York;Peru
New York;14532;New York;Phelps
New York;13673;New York;Philadelphia
New York;12464;New York;Phoenicia
New York;13135;New York;Phoenix
New York;12973;New York;Piercefield
New York;10968;New York;Piermont
New York;12844;New York;Pilot Knob
New York;12566;New York;Pine Bush
New York;14871;New York;Pine City
New York;12465;New York;Pine Hill
New York;10969;New York;Pine Island
